CIMI|CINQUENTA MISSIVAS|JNMMN|ROM
CIZPAS|CINZAS DO PASSADO|SCL|ROM
CLTE|CLAREIRAS DO TEMPO|IMB|ROM
CLNTR|CLARINS DA NOVA TERRA|JBOP|ROM
CODMU|COISAS DESTE MUNDO|CXCP|EST
CQENE|COISAS QUE EU NÃO ESQUECI|TO|EST
CVGCA|COMO VENCER A GUERRA COM AMOR|MIBIA|ROM
CSAP|CONDENADO SEM APELAÇÃO|HRPNM|ROM
CONESE|CONFIA E SERVE|CXCB|EST
COFIN|CONFIDÊNCIAS DE UM INCONFIDENTE|MMVTAG|ROM
CONFIR|CONVERSA FIRME|CXCP|EST
COFRA|CONVERSA FRATERNA|DF|EST
COES|CONVERSANDO COM OS ESPÍRITOS|JVP|ROM
CVSAME|CONVERSANDO SOBRE A MEDIUNIDADE|AGCS|EST
CORAG|CORAGEM|CXD|EST
CORNL|CORNÉLIUS|MGCMJWR|ROM
CRTIMO|CRESTOMATIA DA IMORTALIDADE|DFD|EST
CREESP|CRISTIANISMO E ESPIRITISMO|LD|EST
CURESP|CURAS ESPIRITUAIS|EA|EST
DAPRE|DAS AREIAS DA PRAIA ÀS ESTRELAS|RCJB|ROM
DTMS|DE TODO O MEU SER|MCL|ROM
DEVPAS|DE VOLTA AO PASSADO|CXCCAM|ROM
DEVI|DEIXE-ME VIVER|IPMLS|ROM
DENO|DEPENDE DE NÓS|WACEQ|ROM
DPDMT|DEPOIS DA MORTE|LD|EST
DDV|DESEJO DE VINGANÇA|SSMC|ROM
DSTMD|DESENVOLVIMENTO MEDIÚNICO|EA|EST
DEAGU|DEUS AGUARDA|CXM|EST
DEVOIV|DEVASSANDO O INVISÍVEL|YAP|EST
DIRESP|DIRETRIZES ESPÍRITAS|CBL|EST
DIACAS|DIÁLOGO COM AS SOMBRAS|HCM|EST
DIEX|DIÁLOGO COM UM EXECUTOR|RSMV|ROM
DIDOVI|DIÁLOGO DOS VIVOS|CXJHP|EST
DOLA|DO OUTRO LADO|WFJ|ROM
DECORUD|DOIS CORAÇÕES E UM DESTINO|VMTD|ROM
DOSP|DOR SUPREMA|ZGVH|ROM
DRDO|DRIBLANDO A DOR|IPMLS|ROM
EAVCT|E A VIDA CONTINUA|CXAL|EST
ELDPAS|ELOS DO PASSADO|WACEQ|ROM
EBI|EM BUSCA DA ILUSÃO|CXCJG|ROM
ENCMA|ENCONTRO MARCADO|CXE|EST
ENCE|ENDEREÇO CERTO|RS|ROM
ENUP|ENIGMA DE UMA PAIXÃO|IPRSY|ROM
EFDAM|ENSINA-ME A FALAR DE AMOR|IPMLS|ROM
ENAM|ENTRE AMIGOS|ACFF|ROM
ESCDL|ESCALADA DE LUZ|JME|EST
ESPD|ESCULPINDO O PROPRIO DESTINO|ALRL|ROM
ESPEL|ESPÍRITOS ELEMENTAIS|CABPG|EST
ETESDEV|EST ESPÍRITAS DO EVANGELHO|TO|EST
ESTSE|ESTRANHO SEGREDO|AAJM|ROM
ESTAMD|ESTUDANDO A MEDIUNIDADE|MP|EST
ESTOEV|ESTUDANDO O EVANGELHO|MP|EST
EUTB|EU TE BUSCO|IPMLS|ROM
EUOHM|EURIPEDES, O HOMEM E A MISSÃO|CN|EST
EOEEOC|EURÍPEDES, O ESPÍRITO E O COMPROMISSO|ABFACN|EST
EOMDJ|EURÍPEDES, O MÉDIUM DE JESUS|EU|MSG
EVECA|EVANGELHO EM CASA|CXM|EST
EEOPG|EVANGELHO ETERNO E ORAÇÕES PRODIGIOSAS|OP|EST
EVOEDM|EVOLUÇÃO EM DOIS MUNDOS|CXAL|EST
EVPOTM|EVOLUÇÃO PARA O TERCEIRO MILÊNIO|CTR|EST
EXPA|EXILADOS POR AMOR|SCL|ROM
FTDTE|FANTASMAS DO TEMPO|LR|ROM
FTESP|FATOS ESPÍRITAS|WC|EST
FACE|FAÇA DAR CERTO|G|ROM
FNDTR|FENÔMENOS DE TRANSPORTE|EB|EST
FLPA|FLOR DO PÂNTANO|WKJWR|ROM
FLEPSS|FLUIDOS E PASSES|TO|EST
FOES|FORÇA ESPIRITUAL|JCL|ROM
FRAS|FRANCISCO DE ASSIS|JNMM|ROM
GTDTR|GESTAÇÃO DA TERRA|RPAZ|EST
GLDSA|GLÁDIO DE SANGUE|JPAF|ROM
GRPA|GRILHÕES PARTIDOS|DFMPM|ROM
GNSQVJ|GÊMEAS, NÃO SE SEPARA O QUE A VIDA JUNTOU|MCL|ROM
HEDDE|HERDEIROS DO DESTINO|LSGO|ROM
HDNMU|HERDEIROS DO NOVO MUNDO|ALRL|ROM
HPEESP|HIPNOTISMO E ESPIRITISMO|JL|EST
HTDUS|HISTÓRIA DE UM SONHO|BM|EST
HDOM|HISTÓRIAS DESTE E DE OUTRO MUNDO|LGP|ROM
HZDF|HORIZONTES DA FALA|JNMM|EST
HZDM|HORIZONTES DA MENTE|JNMM|EST
HFNC|HÁ FLORES NO CAMINHO|DFAR|ROM
IMDAL|IMAGENS DO ALÉM|HCL|ROM
INIES|INICIAÇÃO ESPÍRITA|AK|EST
IAPLS|INTERAGINDO E APRENDENDO COM LUIZ SÉRGIO|ECFLS|ROM
INTMB|INTERCÂMBIO|AASLMLS|EST
INTACE|INTRODUÇÃO À CIÊNCIA ESPÍRITA|APC|EST
JEENO|JESUS EM NÓS|CXE|EST
JODARC|JOANA D'ARC|LD|EST
JOCJO|JONAS C. E OS JOVENS|MBT|ROM
JORDAN|JORNADA DOS ANJOS|SCL|ROM
JORE|JORNADAS DE REDENÇÃO|AFO|ROM
LDUL|LAGRIMAS DE UM LOUCO|AC|ROM
LÇET|LAÇOS ETERNOS|ZBGL|ROM
LEG|LEGIÃO|RPAI|ROM
LMDV|LEIS MORAIS DA VIDA|DFJA|EST
LIBEÇ|LIBERTAÇÃO|CXAL|EST
LIBRO|LIBERTAÇÃO - ROM|SG|ROM
LCBM|LINDOS CASOS DE BEZERRA DE MENEZES|RG|ROM
LCCX|LINDOS CASOS DE CHICO XAVIER|RG|ROM
LPV|LIVRE PARA VOAR|WFJ|ROM
LIÇDUS|LIÇÕES DE UM SUICIDA|AS|EST
LVO|LIÇÕES QUE A VIDA OFERECE|EMCS|ROM
LUZAC|LUZ ACIMA|CXIX|EST
LUNS|LUZ NA SENZALA|JBIJ|ROM
LUZNL|LUZ NO LAR|CXD|EST
LGDAJ|LÁGRIMAS DE ANJO|VC|ROM
LAZRED|LÁZARO REDIVIVO|CXIX|EST
MUPEP|MADELEINE, UM PASSADO EM PARIS|MEB|ROM
MSDLIL|MANSÃO DOS LILASES|CXCLT|ROM
MADP|MARCAS DO PASSADO|AFO|ROM
MANA|MARIA DE NAZARÉ|JNMM|ROM
MARMAR|MARIANA OU MARIE ANNE?|WACEQ|ROM
MECDME|MECANISMOS DA MEDIUNIDADE|CXAL|EST
MECPS|MECÂNICA PSIQUICA|WLC|EST
MEDDAL|MEDICINA DA ALMA|RPJG|ROM
MEDDE|MEDIUNIDADE|JHP|EST
MEDEDO|MEDIUNIDADE E DOUTRINA|CABOF|EST
MEDEEV|MEDIUNIDADE E EVANGELHO|CABOF|EST
MEPG|MEMÓRIAS DO PADRE GERMANO|ADS|ROM
MSSDA|MESSE DE AMOR|DFJA|EST
MFNA|MEU FILHO NASCEU NO ALÉM|CABPG|ROM
MFVNA|MEU FILHO VIVE NO ALÉM|WW|ROM
MFVO|MEU FILHO VOLTOU|AL|ROM
MDCES|MINHA DOCE CASA ESPÍRITA|NT|ROM
MVPSP|MINHA VIDA PELO SEU PERDÃO|BGIV|ROM
MISSDL|MISSIONÁRIOS DA LUZ|CXAL|EST
MISNAF|MISSÃO NA AFRICA|JBAS|ROM
MMDDE|MOMENTOS DE DECISÃO|DFMP|EST
MMDIL|MOMENTOS DE ILUMINAÇÃO|DFJA|EST
MULNFDT|MORTE, UMA LUZ NO FIM DO TÚNEL|HGA|EST
MODAL|MOTOQUEIRO DO ALÉM|EF|ROM
MOPAM|MOVIDO PELA AMBIÇÃO|EMCS|ROM
MUDRU|MUDANÇA DE RUMO|RS|ROM
MAET|MÃOS ESTENDIDAS|IPMLS|ROM
MAMRS|MÃOS MARCADAS|CXD|EST
NEUNV|NA ESPERANÇA DE UMA NOVA VIDA|IPMLS|ROM
NPXDIM|NA PRÓXIMA DIMENSÃO|CABIF|EST
NSB|NA SEARA BENDITA|ZGVH|ROM
NSONLU|NA SOMBRA E NA LUZ|ZGVH|ROM
NPA|NADA É POR ACASO|ZBGL|ROM
NPDUA|NAS PEGADAS DE UM ANJO|JME|ROM
NVDP|NAS VORAGENS DO PECADO|YAPC|ROM
NQMCSM|NEM QUE O MUNDO CAIA SOBRE MIM|ASC|ROM
NDD|NINGUÉM DESVIA O DESTINO|ASC|ROM
NIDENI|NINGUÉM É DE NINGUÉM|ZBGL|ROM
NITDT|NO INTERIOR DA TERRA|CABPG|EST
NOINV|NO INVISÍVEL|LD|EST
NMDM|NO MUNDO DA MEDIUNIDADE|CABOF|EST
NMUMA|NO MUNDO MAIOR|CXAL|EST
NOPDLU|NO PORTAL DA LUZ|CXE|EST
NBTDOB|NOS BASTIDORES DA OBSESSÃO|DFMPM|EST
NDODME|NOS DOMINIOS DA MEDIUNIDADE|CXAL|EST
NORAET|NOS RASTROS DO ETERNO|DO|ROM
NSSCT|NOSSO CENTRO|WG|EST
NOSSL|NOSSO LAR|CXAL|EST
NOAU|NOVA AURORA|RFS|ROM
NOCA|NOVAMENTE EM CASA|CXD|ROM
NMLS|NOVAS MENSAGENS DE LUIZ SERGIO|ASSLS|ROM
NAVI|NÁUFRAGOS DA VIDA|LCLA|ROM
NESAB|NÃO ESTAMOS ABANDONADOS|EMCJP|ROM
NPNBL|NÃO PISE NA BOLA|RS|EST
NOJOV|NÓS, OS JOVENS|VLMCR|ROM
OABLT|O ABRIDOR DE LATAS|WFJ|ROM
OADVD|O ADVOGADO DE DEUS|ZBGL|ROM
OALDES|O ALVORECER DA ESPIRITUALIDADE|DBJ|ROM
ADP|O AMANHÃ A DEUS PERTENCE|ZBGL|ROM
OAET|O AMOR É ETERNO|LCCAA|ROM
OAPRSE|O AMOR É PARA SEMPRE|CSE|ROM
OBIS|O BISPO|ACVJA|ROM
BRDVE|O BRILHO DA VERDADE|EMCS|ROM
OCVNU|O CAVALEIRO DE NUMIERS|YAPC|ROM
OCLAL|O CLAMOR DAS ALMAS|RS|ROM
OCONS|O CONSOLADOR|CXE|EST
CRNLA|O CRAVO NA LAPELA|VLMCAC|ROM
OCEOI|O CÉU E O INFERNO|AK|EST
CPE|O CÉU PODE ESPERAR|VLMCAC|ROM
ODCAAA|O DESPERTAR DA CONSCIÊNCIA DO ÁTOMO AO ANJO|SC|EST
DICL|O DIÁRIO DE CLARINHA|CBS|ROM
OENDOI|O ENCONTRO DOS OITO|ALLM|ROM
OESAPL|O ESPIRITISMO APLICADO|ER|EST
OEEOPH|O ESPIRITISMO E OS PROBLEMAS HUMANOS|DAM|EST
OESPAC|O ESPIRITISMO PERANTE A CIÊNCIA|GD|EST
OEALDF|O ESPIRITISMO À LUZ DOS FATOS|CI|EST
OGDT|O GUARDIÃO DO TEMPLO|MEB|ROM
OHCD|O HOMEM DO CADERNO|WFJ|ROM
OIGA|O IGNORADO AMOR|TG|ROM
JDR|O JARDIM DAS ROSAS|VLMCAC|ROM
OLDE|O LIVRO DOS ESPÍRITOS|AK|EST
OLVDF|O LIVRO DOS FLUIDOS|JBEBIAMA|EST
OLDM|O LIVRO DOS MÉDIUNS|AK|EST
OMPUA|O MAIS PURO AMOR|LCC|ROM
MAT|O MATUTO|ZBGL|ROM
OMODIL|O MORRO DAS ILUSÕES|ZBGL|ROM
OMDFDA|O MUNDO DE FRANCISCO DE ASSIS|ASTTD|EST
OLV|O OUTRO LADO DA VIDA|SBLH|ROM
OPDS|O PEREGRINO DO SENHOR|AGFN|EST
PDP|O PREÇO DA PAZ|MCMA|ROM
OPSDI|O PREÇO DE SER DIFERENTE|MCL|ROM
OPDSDD|O PROBLEMA DO SER, DO DESTINO E DA DOR|LD|EST
QJPE|O QUE OS JOVENS PODEM ENSINAR?|ECFLS|ROM
OQEOES|O QUE É O ESPIRITISMO|AK|EST
ORE|O RETORNO|EMCS|ROM
ORCDA|O ROCHEDO DOS AMANTES|VLMCAC|ROM
OSEGR|O SEGREDO|SKV|ROM
OSNDT|O SENHOR DAS TERRAS|WFJ|ROM
OSXADM|O SEXO ALÉM DA MORTE|RARAL|EST
OSONB|O SONÂMBULO|VLMCAC|ROM
OTSDSO|O TESOURO DE SOFIA|JBDA|ROM
OVAPO|O VASO DE PORCELANA|RS|ROM
VOGA|O VÔO DA GAIVOTA|VLMCAC|ROM
OVMA|O VÔO MAIS ALTO|IPMLS|ROM
OULJ|O ÚLTIMO JANTAR|VLMCAC|ROM
OBPTS|OBRAS PÓSTUMAS|AK|EST
OBDVE|OBREIROS DA VIDA ETERNA|CXAL|EST
OBSEN|OBRIGADO SENHOR|RBF|ROM
OFERA|OFERENDA|DFJA|EST
OET|ONDE ESTÁ TEREZA?|ZBGL|ROM
ORSDES|ORATÓRIA A SERVIÇO DO ESPIRITISMO|TO|EST
OSCRTD|OS CRISTÍADAS|ECR|EST
OSFDT|OS FIOS DO TEAR|WFJ|ROM
OSLE|OS LEGISLADORES|WKJWR|ROM
OSMEN|OS MENSAGEIROS|CXAL|EST
OSMVF|OS MIOSOTES VOLTAM A FLORIR|IPMLS|ROM
OMV|OS MORTOS VIVEM|HO|ROM
OTASE|OS TALENTOS DO SENHOR|ECFLS|ROM
OVAT|OS VALORES E O TEMPO|ACFXV|ROM
PVDVE|PALAVRAS DE VIDA ETERNA|CXE|EST
PADEN|PALCO DAS ENCARNAÇÕES|VLMCAC|ROM
PVAGDM|PARA VIVER A GRANDE MENSAGEM|RS|EST
PAEES|PAULO E ESTEVÃO|CXE|EST
POPR|PAULO, O PREDESTINADO|JDDC|ROM
PZERE|PAZ E RENOVAÇÃO|CXD|EST
PPODCO|PELAS PORTAS DO CORAÇÃO|ZBGL|ROM
PEA|PERDOA|CXCJG|ROM
POCDF|PERDÃO, O CAMINHO DA FELICIDADE|NMA|ROM
PETE|PERDÔO-TE|EPI|ROM
PLES|PLENITUDE DE ESPERANÇA|ECFLS|ROM
PAMAID|POR AMOR AO IDEAL|CABIF|ROM
PQCOM|POR QUE COMIGO?|VLMCAC|ROM
PQEA|POR QUE ESTOU ASSIM?|PSDA|ROM
PQCIDA|PORQUE CREIO NA IMORTALIDADE DA ALMA|SOL|EST
PRDRE|PRIMÍCIAS DO REINO|DFAR|ROM
PROFC|PROFECIAS|NM|EST
PRCDSO|PROVAS CIENTÍFICAS DA SOBREVIVÊNCIA|JKFZ|EST
PAER|PÁRIAS EM REDENÇÃO|DFVH|ROM
QAIA|QUANDO A ILUSÃO ACABA|EFSTAS|ROM
QUCH|QUANDO CHEGA A HORA|ZBGL|ROM
QROAM|QUANDO RENASCE O AMOR|JCM|ROM
QPVT|QUANDO É PRECISO VOLTAR|ZBGL|ROM
QTMDOB|QUEM TEM MEDO DA OBSESSÃO?|RS|EST
RCDMCO|RECADOS DO MEU CORAÇÃO|JCLBM|EST
RECCX|RECORDAÇÕES DE CHICO XAVIER|RAR|ROM
REDVI|RECORDAÇÕES DE DUAS VIDAS|EFCJ|ROM
REDÇ|REDENÇÃO|ZGVH|ROM
RFVM|REFLEXOS DA VIDA MAIOR|RDA|ROM
RNDES|RENASCER DA ESPERANÇA|SCL|ROM
RENUN|RENÚNCIA|CXE|EST
REPER|REPARANDO ERROS|VLMCAC|ROM
REVP|REPARANDO ERROS DE VIDAS PASSADAS|VLMCAC|ROM
REDAT|REPORTAGENS DE ALÉM TÚMULO|CXHC|EST
RPACO|RESPOSTAS AO CORAÇÃO|JMMSASC|EST
RESVI|RESSURREIÇÃO E VIDA|YAPLT|ROM
RTTDVI|RETRATOS DA VIDA|CXCP|EST
ROTVFA|ROSANA. A TERCEIRA VÍTIMA FATAL|VLMCJDC|ROM
SEABPV|SE ABRINDO PRA VIDA|ZBGL|ROM
SRBNT|SEARA BENDITA|MJSOWSO|EST
SEDOME|SEARA DOS MÉDIUNS|CXE|EST
SEGDAL|SEGREDOS DA ALMA|MCL|ROM
SMA|SEM MEDO DE AMAR|MACH|ROM
SEMDVI|SEM MEDO DE VIVER|ZBGL|ROM
SMDL|SEMENTEIRA DE LUZ|CXNL|EST
SPHUC|SEMPRE HÁ UMA CHANCE|LBHL|ROM
SPETE|SEMPRE É TEMPO|WACEQ|ROM
SENDES|SENHORES DA ESCURIDÃO|RPAI|ROM
SENPPE|SENTINDO NA PRÓPRIA PELE|MCL|ROM
SENZ|SENZALA|SG|ROM
SERDD|SERENIDADE|RPAZ|EST
SXEDE|SEXO E DESTINO|CXAL|EST
SINDV|SINAL DA VITÓRIA|WKJWR|ROM
SNVED|SINAL VERDE|CXAL|EST
SFDIM|SINFONIA DOS IMORTAIS|WGO|EST
SINAM|SINHA AMÉLIA|LVGR|ROM
SLV|SOB A LUZ DA VERDADE|OTVH|ROM
SBCDT|SOB AS CINZAS DO TEMPO|CABIF|ROM
SOMM|SOB AS MÃOS DA MISERICORDIA|ALRL|ROM
SBCB|SOB O CÉU DE BAGDÁ|ZCBCR|ROM
SNDLI|SONHOS DE LIBERDADE|VLMCJ|ROM
SUBL|SUBLIMAÇÃO|YAPLT|ROM
SUEX|SUBLIME EXPIAÇÃO|DFVH|ROM
SPRG|SUPREMO RESGATE|AVMI|ROM
SOAMCG|SÓ O AMOR CONSEGUE|ZBGL|ROM
SAL|SÓ O AMOR LIBERTA|CXCPH|ROM
TCM|TECLA A 1ª MÁRTIR DO CRISTIANISMO|CABIJ|ROM
TER|TEMPO DE RENOVAÇÃO|JBS|ROM
TBPRDE|TRABALHOS PRÁTICOS DE ESPIRITISMO|EA|EST
TRJUA|TRAJETÓRIA DE UMA ALMA|AVMPJ|ROM
TRDDT|TRAMAS DO DESTINO|DFMPM|ROM
TRLI|TRILHAS DA LIBERTAÇÃO|DFMPM|ROM
TTSPR|TUDO TEM O SEU PREÇO|ZBGL|ROM
TVAPE|TUDO VALEU A PENA|ZBGL|ROM
UAMVE|UM AMOR DE VERDADE|ZBGL|ROM
UANVI|UM ANJO EM NOSSAS VIDAS|DAZ|ROM
UFVCE|UM FLUIDO VITAL CHAMADO ECTOPLASMA|MTU|EST
UJDE|UM JARDIM DE ESPERANÇAS|IPMLS|ROM
UMCCX|UM MINUTO COM CHICO XAVIER|JAVP|EST
UCDBDM|UMA CARTA DE BEZERRA DE MENEZES|BM|EST
UHA|UMA HISTÓRIA DE AMOR|GLE|ROM
UNCPA|UMA NOVA CHANCE PARA AMAR|ASSAG|ROM
URZPVI|UMA RAZÃO PARA VIVER|RS|EST
UNPAR|UNIDOS PELO AMOR|WSOEDCP|ROM
VLUP|VALEU A PENA|VLMCFMDS|ROM
VAPRM|VAMPIRISMO|HP|EST
VCOPAS|VENCENDO O PASSADO|ZBGL|ROM
VIDPDV|VIDA DEPOIS DA VIDA|DRAAMJ|EST
VEADA|VIDA E ATOS DOS APÓSTOLOS|CSC|EST
VEODAK|VIDA E OBRA DE ALLAN KARDEC|AM|EST
VODPF|VIDA E OBRA DE DIVALDO P. FRANCO|FW|EST
VIESX|VIDA E SEXO|CXE|EST
VIERE|VIDAS EM RETALHOS|HR|ROM
VIATU|VINGANÇA ALÉM DO TÚMULO|AAJM|ROM
VINJA|VIOLETAS NA JANELA|VLMCP|ROM
VNMDE|VIVENDO NO MUNDO DOS ESPÍRITOS|VLMCP|ROM
VDESRL|VIVÊNCIA DO ESPIRITISMO RELIGIOSO|EA|EST
VOLTI|VOLTEI|CXIJ|EST
VIDTE|VÍTIMAS DO TEMOR|JBAD|ROM
ZOR|ZORAIDA|JSZ|ROM
APDUC|À PROCURA DE UM CULPADO|SSMC|ROM
ARAS|ÁRDUA ASCENSÃO|DFVH|ROM
ERK|ÉRIKA|SKV|ROM
